City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
455,Kehtna,EE,58.9303,24.8781,37.27,93,34,4.52,scattered clouds
456,Terney,RU,45.0503,136.6092,45.81,41,28,3.71,scattered clouds
457,Katsuura,JP,35.1333,140.3,58.78,70,100,12.37,overcast clouds
458,Vardo,NO,70.3705,31.1107,40.8,92,100,18.63,overcast clouds
459,Fangshan,CN,39.6983,115.9925,60.39,28,0,1.54,clear sky
460,Trelew,AR,-43.249,-65.3051,62.64,53,4,8.46,clear sky
461,Tsilna,RU,54.5953,48.1414,38.75,92,100,7.36,light rain
462,Akyab,MM,20.15,92.9,80.06,86,11,3.15,few clouds
463,Nagold,DE,48.5498,8.7237,45.79,85,5,2.51,clear sky
464,Burnie,AU,-41.0667,145.9167,56.91,89,100,4.68,light rain
465,Atar,MR,20.5169,-13.0499,86.67,13,89,2.73,overcast clouds
466,Dosso,NE,13.049,3.1937,87.78,12,91,6.98,overcast clouds
467,Aksarka,RU,66.5606,67.7975,8.94,98,94,3.31,overcast clouds
468,Pennagaram,IN,12.1333,77.9,78.4,67,40,1.03,scattered clouds
469,Clyde River,CA,70.4692,-68.5914,-10.97,77,75,2.3,broken clouds
470,Cusuna,HN,15.85,-85.2333,80.56,67,11,7.56,few clouds
471,Erenhot,CN,43.6475,111.9767,47.66,28,0,15.93,clear sky
472,Guerrero Negro,MX,27.9769,-114.0611,67.84,64,16,20.4,few clouds
473,Moree,AU,-29.4667,149.85,66.22,72,3,16.11,clear sky
474,Emba,KZ,48.8264,58.1442,54.3,50,93,4.34,overcast clouds
475,Lakota,CI,5.8528,-5.6883,70.3,96,100,2.26,overcast clouds
476,Denpasar,ID,-8.65,115.2167,78.46,94,75,3.44,broken clouds
477,Dudinka,RU,69.4058,86.1778,16.56,96,100,3.53,light snow
478,Union,US,40.6334,-74.2663,47.91,71,100,10.36,light rain
479,Port Lincoln,AU,-34.7333,135.8667,59.72,60,11,8.03,few clouds
480,Odda,NO,60.0691,6.5457,48.78,58,4,6.44,clear sky
481,Loukhi,RU,66.0764,33.0381,36.37,100,100,5.91,overcast clouds
482,Kruisfontein,ZA,-34.0033,24.7314,54.88,92,11,1.7,few clouds
483,Shelton,US,41.3165,-73.0932,47.21,69,100,13.8,overcast clouds
484,Kingsport,US,36.5484,-82.5618,50.23,84,100,5.99,overcast clouds
485,Orlik,RU,52.5178,99.825,36.86,64,93,6.98,overcast clouds
486,Kondinskoye,RU,59.6481,67.41,25.25,84,23,6.51,few clouds
487,Polillo,PH,14.7122,121.9392,78.94,76,11,9.89,few clouds
488,Sola,VU,-13.8833,167.55,82.29,76,99,12.39,moderate rain
489,Palmerston,AU,-12.486,130.9833,82.89,88,20,4.61,few clouds
490,Olinda,BR,-8.0089,-34.8553,83.93,61,20,9.22,few clouds
491,Devarkonda,IN,16.7,78.9333,84.92,46,27,3.6,scattered clouds
492,Paulo Ramos,BR,-4.2167,-45.1833,74.95,97,100,2.91,overcast clouds
493,Dalvik,IS,65.9702,-18.5286,33.73,97,100,7.05,overcast clouds
494,Myaundzha,RU,63.0494,147.1858,10.81,92,98,4.79,overcast clouds
495,Vilyuysk,RU,63.7553,121.6247,23.9,93,100,9.19,light snow
496,Paso De Carrasco,UY,-34.8603,-56.0522,66.34,77,0,8.05,clear sky
497,Evensk,RU,61.95,159.2333,26.87,93,100,4.38,overcast clouds
498,Susanville,US,40.4163,-120.653,59.92,29,33,11.01,scattered clouds
499,San Eugenio,PH,16.3598,120.357,78.94,78,5,9.98,clear sky
500,Pisco,PE,-13.7,-76.2167,69.85,73,0,14.97,clear sky
501,Alanya,TR,36.5438,31.9998,60.87,92,74,2.19,broken clouds
502,Ita,PY,-25.4833,-57.35,72.82,86,2,4.41,clear sky
503,Alice Springs,AU,-23.7,133.8833,63.95,68,40,10.36,scattered clouds
504,Takab,IR,36.4009,47.1133,49.86,33,20,2.62,few clouds
505,Zhaotong,CN,27.3167,103.7167,38.17,94,99,3.44,overcast clouds
506,Angoche,MZ,-16.2325,39.9086,76.8,77,2,6.29,clear sky
507,Ponta Do Sol,PT,32.6667,-17.1,63.23,63,66,13.6,broken clouds
508,Valdivia,CL,-39.8142,-73.2459,55.49,94,50,2.19,scattered clouds
509,Kabalo,CD,-6.05,26.9167,71.28,87,43,3.87,scattered clouds
510,The Valley,AI,18.217,-63.0578,80.46,76,76,23.82,broken clouds
511,Paihia,NZ,-35.2822,174.0912,70.32,96,69,9.22,broken clouds
512,Jiaojiang,CN,28.6803,121.4428,59.0,82,100,3.0,overcast clouds
513,Hamilton,US,39.1834,-84.5333,44.24,80,100,18.41,overcast clouds
514,Vanavara,RU,60.34,102.2797,15.39,78,63,10.33,broken clouds
515,Saint-Francois,FR,46.4154,3.9054,48.42,79,0,0.0,clear sky
516,Thaba-Tseka,LS,-29.522,28.6084,42.15,91,6,2.77,clear sky
517,Korla,CN,41.7597,86.1469,55.38,16,8,2.24,clear sky
518,Emerald,AU,-23.5333,148.1667,73.35,73,0,6.91,clear sky
519,Liancheng,CN,24.0519,105.075,51.76,81,100,1.92,overcast clouds
520,Orsha,BY,54.5153,30.4053,39.16,89,100,10.02,light rain
521,Zarubino,RU,42.63,131.0922,43.34,68,0,5.01,clear sky
522,Lazaro Cardenas,MX,17.9583,-102.2,82.09,58,72,7.92,broken clouds
523,Shadegan,IR,30.6497,48.6647,64.35,11,2,9.51,clear sky
524,Svirstroy,RU,60.7999,33.7248,34.23,98,99,2.95,overcast clouds
525,Gulbarga,IN,17.3333,76.8333,86.49,41,43,12.5,scattered clouds
526,Saint-Augustin,CA,51.226,-58.6502,25.52,61,3,17.2,clear sky
527,Meadow Lake,US,34.8014,-106.5436,81.73,8,90,17.36,overcast clouds
528,Piranhas,BR,-16.4269,-51.8222,74.73,65,5,2.59,clear sky
529,Nola,IT,40.922,14.5329,52.93,72,77,3.83,broken clouds
530,North Myrtle Beach,US,33.816,-78.68,56.1,93,100,13.38,overcast clouds
531,Ketchikan,US,55.3422,-131.6461,52.16,45,100,1.61,overcast clouds
532,Samfya,ZM,-11.3649,29.5565,64.8,93,7,7.23,clear sky
533,Gersthofen,DE,48.4167,10.8833,40.6,82,35,1.14,scattered clouds
534,Beruwala,LK,6.4788,79.9828,80.28,82,95,6.38,overcast clouds
535,Manhattan,US,40.7834,-73.9662,47.62,57,100,11.99,light rain
536,Ola,RU,59.5833,151.2833,25.14,87,100,6.46,overcast clouds
537,Kendal,GB,54.3268,-2.7476,43.61,82,55,2.33,broken clouds
538,Carballo,ES,43.213,-8.691,51.78,85,88,7.87,overcast clouds
539,Belyy Yar,RU,53.6039,91.3903,36.86,93,40,11.18,light shower sleet
540,Gizo,SB,-8.103,156.8419,81.66,74,100,8.75,overcast clouds
541,Dodge City,US,37.7528,-100.0171,61.23,34,0,5.99,clear sky
542,Chandil,IN,22.9667,86.05,81.59,52,0,3.44,clear sky
543,Sterling,US,39.0062,-77.4286,46.58,94,100,9.22,light intensity drizzle
544,Puerto Escondido,MX,15.85,-97.0667,85.98,60,38,10.33,scattered clouds
545,Terme,TR,41.2092,36.9739,50.29,89,82,3.29,light rain
546,Semey,KZ,50.4111,80.2275,51.44,72,100,18.66,light rain
547,Pomabamba,PE,-8.8333,-77.4667,55.74,68,79,2.91,light rain
548,Yatou,CN,37.15,122.3833,55.87,43,1,4.12,clear sky
549,Wanaka,NZ,-44.7,169.15,57.11,71,100,2.64,overcast clouds
550,Porosozero,RU,62.7191,32.727,33.49,98,100,2.39,overcast clouds
551,Tieli,CN,46.95,128.05,48.96,32,34,11.88,scattered clouds
552,Zhanakorgan,KZ,43.9098,67.2495,68.94,38,100,17.52,overcast clouds
553,Maniitsoq,GL,65.4167,-52.9,11.55,81,86,13.71,overcast clouds
554,Severnoye,RU,56.3491,78.3619,30.72,76,18,4.47,few clouds
555,Vilhena,BR,-12.7406,-60.1458,77.22,83,0,4.61,clear sky
556,Frontera,MX,26.9333,-101.45,90.32,39,87,8.99,overcast clouds
557,Port Macquarie,AU,-31.4333,152.9167,68.9,75,71,8.05,broken clouds
558,Yushu,CN,44.8,126.5333,53.65,26,16,17.07,few clouds
559,Hami,CN,42.8,93.45,54.73,14,1,4.38,clear sky
560,Marsa Matruh,EG,31.3525,27.2453,57.4,88,40,0.0,scattered clouds
561,Khorramshahr,IR,30.4397,48.1664,69.75,28,0,4.61,clear sky
562,Salalah,OM,17.0151,54.0924,77.41,85,3,0.51,clear sky
563,Krasnyy Chikoy,RU,50.3643,108.7512,44.92,55,51,3.83,broken clouds
564,Miyako,JP,39.6367,141.9525,47.07,71,77,12.24,broken clouds
565,Duyun,CN,26.2667,107.5167,52.68,90,100,3.67,overcast clouds
566,Yima,CN,34.7381,111.8839,52.77,44,1,4.92,clear sky
567,Shahrud,IR,36.4182,54.9763,47.91,47,0,4.34,clear sky
568,Acapulco,MX,16.8634,-99.8901,84.79,53,12,10.8,few clouds
569,Tavricheskoye,RU,54.5851,73.6395,30.11,64,46,5.75,scattered clouds
570,Yashkul,RU,46.1711,45.3435,56.3,54,23,20.42,few clouds
571,Champerico,GT,14.3,-91.9167,91.94,68,12,12.86,few clouds
572,Bambous Virieux,MU,-20.3428,57.7575,79.05,89,40,8.05,light rain
573,Camopi,GF,3.1655,-52.3158,73.2,99,100,2.57,moderate rain
574,Karaton,ID,-6.3424,106.1045,75.13,93,100,1.03,overcast clouds
575,Willmar,US,45.1219,-95.0433,35.62,66,75,20.71,broken clouds
576,Fethiye,TR,36.6217,29.1164,57.07,88,7,2.06,clear sky
577,Churachandpur,IN,24.3333,93.6667,61.75,91,15,2.17,few clouds
578,Morant Bay,JM,17.8815,-76.4093,80.71,87,66,6.71,broken clouds
579,Kandava,LV,57.0409,22.7747,37.38,84,90,5.7,overcast clouds
580,Waraseoni,IN,21.75,80.0333,86.18,17,66,4.03,broken clouds
581,Gacko,BA,43.1672,18.5353,29.3,89,24,4.88,few clouds
582,Jaten,ID,-7.5772,110.8975,76.66,91,100,1.45,overcast clouds
583,Olga,RU,43.7444,135.2892,46.83,34,22,3.2,few clouds
584,Clermont,FR,49.5,2.4167,51.71,78,100,7.9,overcast clouds
585,Pangai,TO,-19.8,-174.35,81.3,78,64,16.35,light rain
586,Timaru,NZ,-44.4,171.25,59.07,95,100,2.35,overcast clouds
587,Bereda,ES,43.2686,-7.5406,48.42,100,100,3.2,light rain
588,Flinders,AU,-34.5833,150.8552,73.38,80,100,5.99,overcast clouds
589,Hualmay,PE,-11.0964,-77.6139,67.73,82,89,9.44,overcast clouds
590,Jadu,LY,31.953,12.0261,53.01,38,1,2.37,clear sky
591,Nabire,ID,-3.3667,135.4833,79.56,79,100,2.35,overcast clouds
592,Uglegorsk,RU,49.0833,142.0333,36.09,78,40,8.99,scattered clouds
593,Lipari,IT,38.4674,14.954,55.2,65,4,10.65,clear sky
594,Harrison,US,30.4091,-89.0436,68.05,69,1,12.15,clear sky
595,Singaparna,ID,-7.3515,108.111,71.92,94,100,2.71,overcast clouds
596,Manggar,ID,-2.8833,108.2667,78.4,86,100,5.59,overcast clouds
597,Camabatela,AO,-8.1881,15.375,64.0,95,99,1.95,overcast clouds
598,Deer Lake,CA,49.1667,-57.4316,30.78,81,27,6.87,scattered clouds
599,Kozhva,RU,65.1073,57.0459,27.77,98,100,4.76,overcast clouds
600,Rio Bonito,BR,-22.7086,-42.6097,64.13,92,13,2.01,few clouds
601,Jiaozuo,CN,35.2397,113.2331,56.64,44,0,4.38,clear sky
602,Marawi,PH,7.9986,124.2928,71.6,92,88,1.12,overcast clouds
603,Moerai,PF,-22.4333,-151.3333,78.82,70,93,6.78,overcast clouds
604,Lebyazhye,RU,55.2689,66.4947,40.51,62,51,7.74,broken clouds
605,Cam Ranh,VN,11.9214,109.1591,75.16,78,20,4.61,few clouds
606,Ihosy,MG,-22.4,46.1167,68.59,88,79,6.38,broken clouds
607,Lata,PT,40.1629,-8.3327,54.07,85,56,6.78,broken clouds
608,Dera Ghazi Khan,PK,30.0561,70.6348,83.07,25,7,6.55,clear sky
609,Puerto Santander,CO,8.3636,-72.4063,76.59,82,98,1.54,overcast clouds
610,Shingu,JP,33.7333,135.9833,61.77,40,99,5.01,overcast clouds
611,Omsukchan,RU,62.5333,155.8,21.65,90,95,5.91,overcast clouds
612,Petlawad,IN,23.0,74.8,79.93,39,0,10.02,clear sky
613,Nekhayevskiy,RU,50.4106,41.7561,53.74,63,85,14.79,overcast clouds
614,Lavrentiya,RU,65.5833,-171.0,30.16,94,100,8.66,light snow
615,Bathsheba,BB,13.2167,-59.5167,78.69,77,92,19.26,overcast clouds
616,Gorom-Gorom,BF,14.4439,-0.2361,85.39,11,59,7.99,broken clouds
617,Quatre Cocos,MU,-20.2078,57.7625,78.1,87,37,9.44,light rain
618,Cobh,IE,51.8572,-8.2992,43.84,88,40,4.61,scattered clouds
619,Esperanza,DO,19.5847,-70.9849,71.87,82,100,8.55,overcast clouds
620,Daru,PG,-9.0763,143.2092,77.22,88,93,6.55,overcast clouds
621,Along,IN,28.1667,94.7667,63.0,90,47,1.72,scattered clouds
622,Gushikawa,JP,26.3544,127.8686,69.39,78,100,5.75,overcast clouds
623,Road Town,VG,18.4167,-64.6167,78.64,76,76,21.12,broken clouds
624,Bousso,TD,10.4795,16.7117,77.74,66,100,6.98,overcast clouds
625,Antofagasta,CL,-23.65,-70.4,59.95,85,2,2.8,clear sky
626,Port Hardy,CA,50.6996,-127.4199,40.26,93,100,1.92,light rain
627,Jacareacanga,BR,-6.2222,-57.7528,74.59,97,87,1.63,overcast clouds
628,Aksu,CN,41.1231,80.2644,56.1,17,6,1.9,clear sky
629,Ambanja,MG,-13.6833,48.45,73.53,93,51,3.53,broken clouds
630,Ikare,NG,7.4913,5.2322,73.71,94,100,1.54,overcast clouds
631,Watsa,CD,3.0372,29.5355,64.02,98,67,2.62,moderate rain
632,Alyangula,AU,-13.8483,136.4192,82.65,75,67,10.45,broken clouds
633,Mzimba,MW,-11.9,33.6,61.45,97,25,5.41,scattered clouds
634,Hofn,IS,64.2539,-15.2082,43.07,81,100,10.74,light rain
635,Namatanai,PG,-3.6667,152.4333,84.6,67,96,10.58,overcast clouds
636,Agadez,NE,19.75,10.25,75.06,19,34,11.07,scattered clouds
637,Shubarkuduk,KZ,49.1447,56.4872,57.07,47,89,5.06,overcast clouds
638,Necochea,AR,-38.5473,-58.7368,61.34,81,88,10.69,overcast clouds
639,Salsomaggiore Terme,IT,44.8148,9.9796,45.91,74,11,2.95,few clouds
640,Byron Bay,AU,-28.65,153.6167,69.94,68,5,1.81,clear sky
641,Cividale Del Friuli,IT,46.0931,13.4275,53.28,60,98,2.08,overcast clouds
642,Sao Borja,BR,-28.6606,-56.0044,63.46,78,0,1.28,clear sky
643,Kargil,IN,34.5667,76.1,31.41,54,5,3.78,clear sky
644,Kusu,JP,33.2831,131.1514,58.28,39,98,1.79,overcast clouds
645,Rhede,DE,51.8333,6.7,54.36,69,30,7.7,scattered clouds
646,Korgen,NO,66.0771,13.8153,37.18,96,100,5.28,overcast clouds
647,Aden,YE,12.7794,45.0367,82.02,82,18,16.62,few clouds
648,Corner Brook,CA,48.9667,-57.9484,35.76,85,54,7.76,broken clouds
649,Largo,US,27.9095,-82.7873,82.38,65,0,13.0,clear sky
650,Dandong,CN,40.1292,124.3947,55.6,36,0,3.53,clear sky
651,Naze,JP,28.3667,129.4833,64.04,74,100,11.34,overcast clouds
652,Bodden Town,KY,19.2833,-81.25,82.99,67,1,7.0,clear sky
653,Anzio,IT,41.4853,12.6179,54.52,83,61,5.73,broken clouds
654,Mission,US,26.2159,-98.3253,87.98,59,42,3.0,scattered clouds
655,Nishihara,JP,26.1842,127.7558,69.46,83,75,5.75,broken clouds
656,Myitkyina,MM,25.3833,97.4,63.46,79,98,3.13,overcast clouds
657,Maragogi,BR,-9.0122,-35.2225,78.21,81,48,7.63,scattered clouds
658,Cockburn Town,TC,21.4612,-71.1419,77.86,81,46,23.55,scattered clouds
659,Holbaek,DK,55.7167,11.7167,45.28,35,52,1.01,broken clouds
660,La Plata,AR,-34.9215,-57.9545,66.04,81,5,8.39,clear sky
661,Shestakovo,RU,56.4915,103.96,27.82,78,91,8.03,overcast clouds
662,Aykhal,RU,66.0,111.5,6.55,95,100,23.42,overcast clouds
663,Iskateley,RU,67.6803,53.1512,29.91,98,100,12.71,light snow
664,Fairview,US,40.8126,-73.999,47.23,56,100,5.99,moderate rain
665,Mantua,IT,45.1667,10.7833,52.84,62,45,5.01,scattered clouds
666,Autazes,BR,-3.5797,-59.1306,75.74,97,49,0.67,scattered clouds
667,Tura,IN,25.5198,90.2201,67.86,90,0,3.4,clear sky
668,Grindavik,IS,63.8424,-22.4338,43.27,75,75,11.5,broken clouds
669,Igrim,RU,63.1906,64.4162,29.7,95,47,6.6,scattered clouds
670,Osakarovka,KZ,50.565,72.5692,42.28,77,87,10.56,overcast clouds
671,Gao,ML,16.6362,1.637,80.38,12,37,7.67,scattered clouds
672,Conde,BR,-7.2597,-34.9075,76.71,82,71,8.79,broken clouds
673,Veraval,IN,20.9,70.3667,79.38,71,0,14.83,clear sky
674,Morris,US,40.8334,-74.5329,44.82,73,100,16.11,moderate rain
675,Qaqortoq,GL,60.7167,-46.0333,33.75,79,100,3.49,light snow
676,Salekhard,RU,66.53,66.6019,8.42,97,79,4.47,broken clouds
677,Rafaela,AR,-31.2503,-61.4867,64.99,66,0,7.07,clear sky
678,Hoi An,VN,15.8794,108.335,76.96,89,62,7.11,broken clouds
679,Saint-Leu,RE,-21.15,55.2833,77.83,82,2,2.42,clear sky
680,Cap Malheureux,MU,-19.9842,57.6142,78.48,88,56,14.07,broken clouds
681,Ginir,ET,7.1333,40.7,59.22,79,9,3.71,clear sky
682,Pontes E Lacerda,BR,-15.2261,-59.3353,70.48,81,40,3.44,scattered clouds
683,Taikang,CN,46.8333,124.4167,55.51,38,29,12.24,scattered clouds
684,Oranjemund,NA,-28.55,16.4333,70.14,41,0,5.84,clear sky
